company_name,job_title,detail_url,employment_type,recruitment_count,location,job_field,description,career_level,education_level,skills,responsibilities,created_at
㈜위쥬테크,주차관제 시스템개발 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46776381?rPageCode=SL&logpath=21&sn=6&sc=611,정규직계약직정규직 전환가능,,"경기도 광명시,부천시,시흥시,안양시 만안구,안양시 동안구,과천시,안산시 단원구,안산시 상록구,군포시,서울시 금천구,구로구,관악구,동작구,영등포구,인천시 부평구지도",프로그래밍개발,,미리보기,즉시지원3일 전 등록~05/10(토),".Net, Android, ASP.NET, C#, MSSQL",,2025-04-13 15:52:44
㈜잠바구니,숙박커뮤니티 플랫폼 (주)잠바구니 flutter 앱 개발자채용.,https://www.jobkorea.co.kr/Recruit/GI_Read/46770207?rPageCode=SL&logpath=21&sn=6&sc=611,정규직수습3개월,1.0,서울시 강남구지도,개발자,,미리보기,즉시지원4일 전 등록~05/09(금),,,2025-04-13 15:52:52
㈜서연이화,㈜서연이화 2025년 해외법인(미국) 현채인 모집 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/46760881?rPageCode=SL&logpath=21&sn=6&sc=612,정규직수습3개월,,"미국 조지아주,앨라배마주,미국전지역,서울전지역,경기전지역,인천전지역,대전전지역,대구전지역,부산전지역,광주전지역,충남전지역,울산전지역,전국지도",홈페이지 지원,,미리보기,홈페이지 지원5일 전 등록오늘마감,".Net, C#, SQL, Excel, 영어, Microsoft Office, Power Pivot, 운전면허",,2025-04-13 15:52:59
㈜마크로젠,㈜마크로젠 각 부문 신입/경력 직원채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46756361?rPageCode=SL&logpath=21&sn=6&sc=611,정규직수습3개월인턴정규직 전환가능,,"세종전지역,서울시 금천구,강서구지도","Oligo 사업부문_DNA 합성,Oligo 사업부문_Oligo 개발/품질관리,개인유전체/Microbiome실험,CES수행,GeneService부 (Gene합성),임상수행,유전자변형마우스 실험(GEM),서비스 개발분석부,연구소",,미리보기,즉시지원5일 전 등록상시채용,"Python, 영어",,2025-04-13 15:53:07
㈔한국IT비즈니스진흥협회,"앱·웹개발자, 생성형AI 활용 개발자 인턴십 교육프로그램 [매력일자리]",https://www.jobkorea.co.kr/Recruit/GI_Read/46758518?rPageCode=SL&logpath=21&sn=6&sc=611,"정규직인턴근무기간 3개월
                                정규직 전환가능",20.0,서울시 강남구지도,개발자,,미리보기,즉시지원5일 전 등록~05/08(목),,,2025-04-13 15:53:16
㈜플래티어,[그루비 SaaS 솔루션] AI 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/46750691?rPageCode=SL&logpath=21&sn=6&sc=611,정규직,0.0,서울 송파구,AI/ML엔지니어,,미리보기,즉시지원6일 전 등록~05/07(수),,,2025-04-13 15:53:24
새마을금고중앙회,MG새마을금고중앙회 경력직원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46736605?rPageCode=SL&logpath=21&sn=6&sc=612,"계약직근무기간 1년
                                
                                  , 1년단위로 체결, 평가결과에 따라 연장 여부 결정",,"경남 산청군,서울시 강남구지도",홈페이지 지원,,미리보기,홈페이지 지원6일 전 등록~04/17(목),"AICPA 자격, CFA 자격, CPA 자격, 컴퓨터활용능력, 여신심사역 자격",,2025-04-13 15:53:32
㈜케이아이엔엑스,2025 KINX 인턴 및 경력채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46716642?rPageCode=SL&logpath=21&sn=6&sc=612,"정규직인턴근무기간 3개월
                                정규직 전환가능
                                  , (직무별 상이)",,"경기도 과천시,안양시 만안구,안양시 동안구,의왕시,군포시,서울시 강남구,서초구,강동구,광진구,서대문구,성동구,송파구,용산구,중랑구,서울전지역지도",홈페이지 지원,,미리보기,홈페이지 지원6일 전 등록~04/20(일),"AWS, Azure, Django, Docker, Flask, GCP, Python, Illustrator, Photoshop, 애프터이펙트, OA, ERP, 비즈니스영어, TOEFL, TOEIC",,2025-04-13 15:53:39
서우에이치알,건설 전문 IT 기업 서우HR 골조 시공 전문가/도면 제작/서비스 기획자/PM/PO/풀스택 개발자 사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46737213?rPageCode=SL&logpath=21&sn=6&sc=611,정규직수습3개월,4.0,서울시 송파구지도,"시공,도면제작,서비스 기획자/PM/PO,개발 부문_풀스택 개발자",,미리보기,즉시지원6일 전 등록~04/25(금),"API, AWS, Docker, Git, Hadoop, JAVA, Python, 풀스택, AutoCAD, SketchUp, JSON, RPA, 건축기사 자격, 건축시공기술사 자격, 운전면허, 컴퓨터활용능력",,2025-04-13 15:53:47
㈜에이아이더뉴트리진,㈜에이아이더뉴트리진 AI 영업팀장 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46753262?rPageCode=SL&logpath=21&sn=6&sc=611,정규직,,"서울시 강남구,강동구,강북구,강서구,관악구,동대문구,마포구,서대문구,서초구,성동구,성북구,송파구,종로구,영등포구,용산구지도",영업대표 / 영업팀장,,미리보기,즉시지원6일 전 등록~04/30(수),,,2025-04-13 15:53:56
㈜우리기술,우리기술 SW개발/임베디드/PSD/영업/시스템 엔지니어 분야 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46743123?rPageCode=SL&logpath=21&sn=6&sc=611,"정규직계약직근무기간 12개월
                                
                                  , 추후 1년 연장 가능성",,"서울시 마포구,서울전지역,강남구,강서구,관악구,구로구,금천구,서대문구,양천구,영등포구,용산구,은평구,종로구,중구지도","중앙연구소 DS팀,중앙연구소 MS팀 (PMAS 개발자),중앙연구소 MS팀 (PSD 개발자),시스템사업부 영업팀,시스템사업부 사업팀 (사업1팀),시스템사업부 사업팀 (사업2팀)",,미리보기,즉시지원6일 전 등록~04/30(수),"C, C++, MySQL, Python, SQLite, Linux, CAD, Excel, PowerPoint, 2종보통운전면허, Microsoft Office, RTOS",,2025-04-13 15:54:03
김영일교육컨설팅㈜,"PHP , CI ( 프론트엔드 , 백엔드 ) 경력 정규직채용",https://www.jobkorea.co.kr/Recruit/GI_Read/46754322?rPageCode=SL&logpath=21&sn=6&sc=611,정규직,,서울시 강남구지도,"PHP , CI 웹 프로그래머",,미리보기,즉시지원6일 전 등록~05/07(수),"Ajax, CSS, HTML, MySQL, PHP, ci",,2025-04-13 15:54:11
AACT,[인천공항] AACT 화물터미널 각 부문 신입/경력 정규직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46743275?rPageCode=SL&logpath=21&sn=6&sc=611,"정규직수습3개월계약직근무기간 1년
                                정규직 전환가능",,"인천시 중구,인천전지역,계양구,미추홀구,남동구,동구,부평구,서구,연수구,경기도 김포시,부천시,시흥시지도","화물조업-검수(Checker),화물조업,지상조업 RAMP,보세사,조리사,기내청소팀,계약팀,조리사 (조식 담당),(마감)총무팀,(마감)수납카운터,장비관리,(마감)시설팀,시설팀 (기계설비),DMG CHECK,전산팀 (개발),항공기운송지원",,미리보기,즉시지원6일 전 등록~05/07(수),"C, JAVA, Javascript, Kotlin, React, Excel, OA, 무역영어, 영어, 영어작문, 영어회화, 1종보통운전면허, 2종보통운전면허, i-cube, 더존 프로그램, 보세사 자격, 자동차정비기능사 자격, 전기산업기사 자격, 지게차운전기능사 자격, 컴퓨터활용능력",,2025-04-13 15:54:18
㈜사회평론,프론트엔드 개발자/웹 디자이너 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46755581?rPageCode=SL&logpath=21&sn=6&sc=611,정규직계약직정규직 전환가능,,"서울시 마포구,강남구,관악구,용산구,서대문구,구로구,동대문구,서초구,양천구,종로구,금천구,동작구,영등포구,중구,서울전지역지도",프론트엔드 개발자/ 웹 디자이너,,미리보기,즉시지원5일 전 등록~04/20(일),,,2025-04-13 15:54:27
㈜퍼플아카데미,백엔드 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/46744544?rPageCode=SL&logpath=21&sn=6&sc=611,정규직(수습 3개월)계약직(근무기간 12개월),1.0,서울 양천구,백엔드개발자,,미리보기,즉시지원04/04(금) 등록~05/07(수),,,2025-04-13 15:54:34
메가스터디교육㈜,E-BOOK 웹서비스 개발 및 운영 담당자,https://www.jobkorea.co.kr/Recruit/GI_Read/46739810?rPageCode=SL&logpath=21&sn=6&sc=611,정규직,0.0,"서울전지역, 강남구, 서초구, 송파구, 영등포구, 용산구",웹개발자,,미리보기,즉시지원04/04(금) 등록~04/18(금),,,2025-04-13 15:54:42
㈜안랩,AhnLab 그룹 전 직군 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46736403?rPageCode=SL&logpath=21&sn=6&sc=612,정규직,,경기도 성남시 분당구지도,홈페이지 지원,,미리보기,홈페이지 지원04/04(금) 등록오늘마감,,,2025-04-13 15:54:50
㈜한싹,AI 솔루션 개발자 경력,https://www.jobkorea.co.kr/Recruit/GI_Read/46734883?rPageCode=SL&logpath=21&sn=6&sc=611,정규직,1.0,"경기 하남시, 서울 강동구, 광진구, 구로구, 금천구, 송파구",AI/ML엔지니어,,미리보기,즉시지원04/03(목) 등록~05/03(토),,,2025-04-13 15:54:57
㈜한싹,WEB 개발 (프론트) 경력,https://www.jobkorea.co.kr/Recruit/GI_Read/46734676?rPageCode=SL&logpath=21&sn=6&sc=611,정규직,1.0,"경기 하남시, 서울 강동구, 구로구, 금천구, 송파구",프론트엔드개발자,,미리보기,즉시지원04/03(목) 등록~05/03(토),,,2025-04-13 15:55:03
㈜웅진,"ERP개발(.NET,C#,VB.NET) 경력",https://www.jobkorea.co.kr/Recruit/GI_Read/46735422?rPageCode=SL&logpath=21&sn=6&sc=611,정규직,1.0,서울 중구,웹개발자,,미리보기,즉시지원04/03(목) 등록~05/02(금),,,2025-04-13 15:55:10
㈜한싹,WEB 개발 (백엔드) 경력,https://www.jobkorea.co.kr/Recruit/GI_Read/46734557?rPageCode=SL&logpath=21&sn=6&sc=611,정규직,1.0,"경기 하남시, 서울 강동구, 광진구, 구로구, 금천구, 송파구",백엔드개발자,,미리보기,즉시지원04/03(목) 등록~05/03(토),,,2025-04-13 15:55:17
현대오토에버㈜,스마트태그 / MES 시스템 개발 및 운영 (아산),https://www.jobkorea.co.kr/Recruit/GI_Read/46736616?rPageCode=SL&logpath=21&sn=6&sc=612,정규직,,충남 아산시지도,스마트태그 시스템 개발/운영_아산,,미리보기,홈페이지 지원04/03(목) 등록~04/30(수),JAVA,,2025-04-13 15:55:25
GS리테일,[GS리테일] DX본부 O4O DX팀 모바일앱 개발 신입사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46733078?rPageCode=SL&logpath=21&sn=6&sc=612,정규직,,서울시 강서구지도,홈페이지 지원,,미리보기,홈페이지 지원04/03(목) 등록오늘마감,,,2025-04-13 15:55:32
㈜미디어로그,미디어로그(LG그룹) 개발자 신입/경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46727590?rPageCode=SL&logpath=21&sn=6&sc=611,정규직인턴정규직 전환가능,,"서울시 마포구,강서구지도","Java 개발,SM/SI 개발,SI 개발,SI 개발 PM",,미리보기,즉시지원04/03(목) 등록내일마감,"JAVA, Oracle, PostgreSQL, Python, React, SQL, Vue.js, Websquare, Spring Framework",,2025-04-13 15:55:41
알 수 없음,[역삼역] 컴퓨터비전 엔지니어(시니어-리드급),https://www.jobkorea.co.kr/Recruit/GI_Read/46789178?PageGbn=HH&logpath=2,· 정규직,,,,,,,"·
                            C++, Python",,2025-04-13 15:55:48
알 수 없음,[IT Service Company] Web/WTS 채널 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46788905?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 15:55:55
알 수 없음,"NET 개발 및 운영 (경력 5년-15년,대구시) - 금속, 절삭공구 전문 생산기업",https://www.jobkorea.co.kr/Recruit/GI_Read/46788869?PageGbn=HH&logpath=2,· 정규직,,,,,스크랩인쇄공유신고이메일트위터페이스북공유하기 레이어 닫기,,,,2025-04-13 15:56:02
알 수 없음,"AI 컨설팅 (그룹 AI/Data 전략수립 및 컨설팅, 대리-차장급) - 대기업",https://www.jobkorea.co.kr/Recruit/GI_Read/46788864?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 15:56:09
알 수 없음,[Global Company] 웹태깅 솔루션 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/46788851?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 15:56:16
알 수 없음,[그룹계열 SI업체] DX전문가(시스템 설계/개발 경력자),https://www.jobkorea.co.kr/Recruit/GI_Read/46788712?PageGbn=HH&logpath=2,· 정규직,,,,,스크랩인쇄공유신고이메일트위터페이스북공유하기 레이어 닫기,,,,2025-04-13 15:56:24
알 수 없음,생성형 AI 디자이너 게임,https://www.jobkorea.co.kr/Recruit/GI_Read/46788660?PageGbn=HH&logpath=2,· 정규직,,,,,,,,,2025-04-13 15:56:31
알 수 없음,[코스피 상장 IT서비스 중견기업] 콜센터 고객상담 시스템 웹 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46788617?PageGbn=HH&logpath=2,· 정규직,,,,,,,"·
                            Ajax, CSS, HTML, Javascript, Jquery, Servlet, SQL, Spring Framework, DB Table 설계, 증권사(금융사) 경력 우대",,2025-04-13 15:56:37
알 수 없음,"백엔드 개발 (반도체 C/S분야 : Window, Linux, Java, R, Python)",https://www.jobkorea.co.kr/Recruit/GI_Read/46788561?PageGbn=HH&logpath=2,· 정규직,,,,,,,"·
                            JAVA, Python, R, Window, Linux",,2025-04-13 15:56:46
알 수 없음,[개발] 그룹 구매시스템 및 사내 웹 시스템 운영 담당/세계적인 게임사,https://www.jobkorea.co.kr/Recruit/GI_Read/46788515?PageGbn=HH&logpath=2,· 정규직,,,,,,,"·
                            JAVA",,2025-04-13 15:56:53
알 수 없음,[성남/판교/셔틀버스/중식제공]포티투닷(현대 계열)자율주행 데이터라벨링,https://www.jobkorea.co.kr/Recruit/GI_Read/46786900?rPageCode=SL&logpath=2,계약직근무기간 3개월,1.0,경기도 성남시 수정구지도,데이터라벨링,,경력무관,학력무관,,,2025-04-13 15:57:00
알 수 없음,2025년 랜드소프트 상시 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46785745?rPageCode=SL&logpath=2,정규직,5.0,서울시 서초구지도,"PROJECT Planner, Manager,BRAND Planner,WEB Designer,JAVA Developer - SM,JAVA Developer -SI",,경력(3년이상),학력무관,"JAVA, JSP, RDBMS, 풀스택, Adobe XD, Cloud, CMS, DBMS, GitHub, 전자정부표준프레임워크",,2025-04-13 15:57:08
알 수 없음,[경력 3년 이상] 백엔드 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46783409?rPageCode=SL&logpath=2,정규직수습3개월,,서울시 영등포구지도,백엔드 개발자 채용 경력 3년 이상,,경력(3년이상),대졸이상,"JAVA, JPA, PostgreSQL, SaaS, Spring Boot, Selenium, Restful API",,2025-04-13 15:57:15
알 수 없음,"[여의도] 대형보험사 서버(Linux, Unix, Windows)시스템 운영관리",https://www.jobkorea.co.kr/Recruit/GI_Read/46778949?rPageCode=SL&logpath=2,정규직수습3개월,,서울시 영등포구지도,"한화생명, WAS 운영관리",,경력(1년이상),초대졸이상,"Unix, Window, Linux, Server",,2025-04-13 15:57:23
알 수 없음,[미래내일일경험] 영상편집/AI데이터 서비스 지원부분 직무 인턴 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46776337?rPageCode=SL&logpath=2,인턴근무기간 2개월,,"서울시 금천구,서울전지역,마포구,강서구,영등포구,경기전지역지도","레드브릭스/영상편집,시앤피컨설팅/AI컨설팅연구소",,경력무관,대졸이상(졸업예정자 가능),"Python, Excel, PowerPoint, 애프터이펙트, 파이널컷, 프리미어, 캡컷, Hugging Face",,2025-04-13 15:57:30
알 수 없음,[경력] 솔루션 영업담당자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46769488?rPageCode=SL&logpath=2,정규직수습3개월,,"서울시 영등포구,서울전지역,동작구,강서구,중구,경기전지역지도",솔루션 기술영업,,경력(3년이상),학력무관,"Excel, PowerPoint",,2025-04-13 15:57:37
알 수 없음,KDB캐피탈 차세대 정보시스템 구축 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46769789?rPageCode=SL&logpath=2,계약직근무기간협의파견직근무기간협의프리랜서근무기간협의,,서울시 영등포구지도,시스템개발자,,경력,학력무관,"Eclipse, HTML5, JAVA, Jeus, Oracle, Tomcat, Unix, Linux, Spring Framework",,2025-04-13 15:57:45
알 수 없음,[평촌] 야간 작업(Batch) 운영자(OP) 정년퇴직자 환영,https://www.jobkorea.co.kr/Recruit/GI_Read/46766631?rPageCode=SL&logpath=2,정규직수습3개월,,경기도 안양시 동안구지도,평촌 야간 작업Batch 운영자OP,,경력무관,학력무관,,,2025-04-13 15:57:52
알 수 없음,[마곡] AI Tech 스타트업 기업 AI Agent Developer,https://www.jobkorea.co.kr/Recruit/GI_Read/46764947?rPageCode=SL&logpath=2,계약직근무기간 7개월파견직근무기간 7개월,,서울시 강서구지도,Agent Developer,,경력(1년이상),대졸이상,,,2025-04-13 15:57:59
알 수 없음,[시청역 ] 금융 C# 윈도우11 업그레이드 설치 프로그램 및 웹 화면개발,https://www.jobkorea.co.kr/Recruit/GI_Read/46764320?rPageCode=SL&logpath=2,계약직프리랜서,1.0,서울시 중구지도,개발 유지보수 C#,,경력(6년이상),초대졸이상,C#,,2025-04-13 15:58:06
㈜부산은행,2025년 부산은행 환전전문직원 계약직 수시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46780682?rPageCode=PL&logpath=21&sn=6&sc=612,"계약직근무기간 1년
                                
                                  , 근무평가 후 1년 연장",,"경남 김해시,부산 강서구,북구,사상구,부산진구지도",홈페이지 지원,,미리보기,홈페이지 지원2일 전 등록~04/22(화),,,2025-04-13 15:58:26
삼성증권,"삼성증권 경력사원 채용(PD, 그래픽 디자이너)",https://www.jobkorea.co.kr/Recruit/GI_Read/46780703?rPageCode=PL&logpath=21&sn=6&sc=612,"계약직근무기간 1년
                                
                                  ,  1년 단위 계약(최대 2년)",,서울시 서초구,홈페이지 지원,,미리보기,홈페이지 지원2일 전 등록~04/17(목),"Adobe XD, Photoshop, 애프터이펙트, 프리미어",,2025-04-13 15:58:35
엔아이티서비스㈜,[NAVER Cloud 자회사] NIT Service 2025 상반기 각 부문 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46778211?rPageCode=PL&logpath=21&sn=6&sc=612,정규직수습3개월,,"경기도 성남시 분당구,안양시 동안구,용인시 수지구,강원도 춘천시,서울시 금천구지도",홈페이지 지원,,미리보기,홈페이지 지원2일 전 등록~04/25(금),"API, CISCO, JAVA, Python, Shell Script, Excel, PowerPoint, ITIL, Microsoft Office, TCP/IP",,2025-04-13 15:58:42
현대해상화재보험㈜,2025년 현대해상 리스크관리 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46768075?rPageCode=PL&logpath=21&sn=6&sc=612,정규직,,서울시 종로구지도,홈페이지 지원,,미리보기,홈페이지 지원2일 전 등록~04/24(목),,,2025-04-13 15:58:51
케이더블유이코리아,2025년도 상반기 경리부 신입사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46773155?rPageCode=PL&logpath=21&sn=6&sc=612,정규직수습3개월,,"서울시 강서구,서울전지역지도",경리부,,미리보기,홈페이지 지원2일 전 등록~04/24(목),"비즈니스영어, JLPT, JPT, OPIc, TOEIC, TOEIC Speaking, 전산회계 자격",,2025-04-13 15:58:59
㈜다우기술,㈜다우기술 경력ㆍ신입 대규모 인재 영입,https://www.jobkorea.co.kr/Recruit/GI_Read/46778313?rPageCode=PL&logpath=21&sn=6&sc=612,정규직인턴,,"경기도 성남시 수정구,서울시 마포구,영등포구,양천구지도",홈페이지 지원,,미리보기,홈페이지 지원2일 전 등록~04/21(월),"API, SQL, Unix, CDC, DBMS, DL, UI, UX, WMS, RAG",,2025-04-13 15:59:07
